date,service,region,instance_type,storage_type,usage_units,data_egress_gb,cpu_utilization,memory_utilization,active_users,cost_usd,anomaly_flag
2024-05-09,DataTransfer,us-east-1,,,1.17,0.81,,,353,13.41,0
2024-05-10,EC2,us-west-2,t3.medium,,0.97,0.99,32.66,75.07,436,40.75,0
2024-05-10,S3,us-east-1,,Glacier,1.22,1.04,,,740,17.38,0
2024-05-10,RDS,us-west-2,t3.medium,,1.0,0.41,73.98,43.35,845,20.98,0
2024-05-10,Lambda,us-east-1,,,1.33,1.33,,,617,8.02,0
2024-05-10,DataTransfer,eu-west-1,,,1.02,6.3,,,412,14.44,0
2024-05-11,EC2,us-west-2,t3.medium,,1.05,1.07,21.55,74.88,579,33.2,0
2024-05-11,S3,us-west-2,,Glacier,1.12,0.4,,,263,11.81,0
2024-05-11,RDS,eu-west-1,t2.micro,,1.03,0.06,26.8,39.67,52,16.04,0
2024-05-11,Lambda,us-west-2,,,0.71,0.82,,,663,3.35,0
2024-05-11,DataTransfer,us-west-2,,,0.78,5.16,,,763,9.04,0
2024-05-12,EC2,us-west-2,m5.large,,1.2,1.65,45.7,76.41,178,38.24,0
2024-05-12,S3,eu-west-1,,IA,1.07,0.71,,,368,11.49,0
2024-05-12,RDS,us-west-2,t2.micro,,1.28,0.43,74.75,75.05,671,20.09,0
2024-05-12,Lambda,us-west-2,,,0.96,0.54,,,897,4.25,0
2024-05-12,DataTransfer,us-east-1,,,0.92,9.04,,,55,12.16,0
2024-05-13,EC2,eu-west-1,m5.large,,0.84,1.72,64.16,78.65,520,35.4,0
2024-05-13,S3,us-west-2,,Standard,0.71,0.59,,,288,10.07,0
2024-05-13,RDS,us-east-1,m5.large,,0.83,1.39,28.37,28.23,450,17.76,0
2024-05-13,Lambda,eu-west-1,,,0.7,1.44,,,695,4.58,0
2024-05-13,DataTransfer,us-west-2,,,0.91,5.41,,,463,27.97,1
2024-05-14,EC2,eu-west-1,t3.medium,,1.32,0.24,60.77,60.75,723,54.46,0
2024-05-14,S3,eu-west-1,,IA,0.82,0.49,,,176,11.48,0
2024-05-14,RDS,eu-west-1,t3.medium,,0.85,1.92,59.3,58.98,224,18.57,0
2024-05-14,Lambda,us-east-1,,,1.0,1.08,,,379,6.04,0
2024-05-14,DataTransfer,eu-west-1,,,1.23,2.04,,,403,14.52,0
2024-05-15,EC2,us-west-2,t2.micro,,1.14,1.07,19.23,62.39,881,47.55,0
2024-05-15,S3,eu-west-1,,IA,1.06,0.23,,,843,14.64,0
2024-05-15,RDS,us-east-1,m5.large,,0.84,1.02,43.54,21.27,578,17.86,0
2024-05-15,Lambda,eu-west-1,,,0.75,0.95,,,256,4.58,0
2024-05-15,DataTransfer,us-east-1,,,1.14,6.89,,,429,15.96,0
2024-05-16,EC2,us-west-2,t2.micro,,1.07,1.67,75.71,79.03,548,45.0,0
2024-05-16,S3,us-west-2,,Standard,1.07,1.02,,,708,15.19,0
2024-05-16,RDS,us-west-2,t2.micro,,1.32,0.93,16.06,47.15,281,27.53,0
2024-05-16,Lambda,us-west-2,,,1.33,0.41,,,785,7.5,0
2024-05-16,DataTransfer,us-west-2,,,1.04,1.82,,,921,12.25,0
2024-05-17,EC2,us-east-1,t2.micro,,0.75,0.75,74.31,50.34,270,31.2,0
2024-05-17,S3,us-east-1,,Glacier,0.85,0.7,,,881,12.02,0
2024-05-17,RDS,eu-west-1,m5.large,,0.96,0.93,67.82,65.97,668,20.11,0
2024-05-17,Lambda,eu-west-1,,,0.97,1.66,,,305,6.11,0
2024-05-17,DataTransfer,us-east-1,,,0.96,6.32,,,531,13.67,0
2024-05-18,EC2,eu-west-1,t2.micro,,1.11,0.85,53.84,56.48,879,34.38,0
2024-05-18,S3,us-west-2,,Standard,0.71,0.41,,,93,7.47,0
2024-05-18,RDS,us-east-1,m5.large,,0.82,0.39,81.23,72.5,450,12.76,0
2024-05-18,Lambda,eu-west-1,,,1.12,0.87,,,907,5.03,0
2024-05-18,DataTransfer,us-west-2,,,1.11,6.32,,,987,12.2,0
2024-05-19,EC2,us-east-1,t2.micro,,1.2,0.77,57.08,32.98,286,37.08,0
2024-05-19,S3,us-west-2,,IA,1.34,1.01,,,256,14.13,0
2024-05-19,RDS,us-east-1,t3.medium,,1.19,0.77,75.75,66.17,785,18.55,0
2024-05-19,Lambda,us-east-1,,,0.89,1.38,,,288,4.33,0
2024-05-19,DataTransfer,eu-west-1,,,1.36,6.36,,,178,14.26,0
2024-05-20,EC2,us-east-1,t3.medium,,0.89,1.31,75.9,24.42,486,37.09,0
2024-05-20,S3,eu-west-1,,Glacier,0.83,0.18,,,918,11.37,0
2024-05-20,RDS,us-east-1,t2.micro,,1.02,0.53,43.22,82.19,640,21.13,0
2024-05-20,Lambda,us-east-1,,,1.14,1.72,,,737,7.05,0
2024-05-20,DataTransfer,us-west-2,,,1.0,2.01,,,553,11.87,0
2024-05-21,EC2,us-east-1,m5.large,,1.4,1.65,77.59,37.43,231,57.59,0
2024-05-21,S3,us-west-2,,Glacier,1.4,0.65,,,848,19.27,0
2024-05-21,RDS,eu-west-1,t2.micro,,1.3,2.0,29.32,22.82,302,27.41,0
2024-05-21,Lambda,us-east-1,,,0.79,0.04,,,748,4.31,0
2024-05-21,DataTransfer,us-east-1,,,1.25,5.66,,,557,16.36,0
2024-05-22,EC2,eu-west-1,t3.medium,,0.71,1.53,59.9,73.36,977,29.54,0
2024-05-22,S3,eu-west-1,,IA,1.09,1.25,,,902,15.41,0
2024-05-22,RDS,us-east-1,t3.medium,,0.97,0.14,61.07,71.31,499,19.79,0
2024-05-22,Lambda,us-west-2,,,0.8,1.16,,,97,4.89,0
2024-05-22,DataTransfer,eu-west-1,,,1.31,3.79,,,744,16.03,0
2024-05-23,EC2,eu-west-1,m5.large,,1.03,0.89,49.53,80.27,219,42.03,0
2024-05-23,S3,us-east-1,,IA,0.74,0.91,,,963,10.39,0
2024-05-23,RDS,eu-west-1,m5.large,,1.3,0.22,84.0,64.22,392,26.48,0
2024-05-23,Lambda,us-east-1,,,1.15,1.95,,,231,7.18,0
2024-05-23,DataTransfer,us-west-2,,,1.09,7.48,,,888,15.47,0
2024-05-24,EC2,eu-west-1,t3.medium,,1.02,1.34,76.99,31.88,453,41.75,0
2024-05-24,S3,us-east-1,,Glacier,0.82,0.91,,,345,11.48,0
2024-05-24,RDS,us-west-2,t3.medium,,1.34,1.28,86.28,81.71,883,27.6,0
2024-05-24,Lambda,us-east-1,,,1.28,1.29,,,487,7.55,0
2024-05-24,DataTransfer,us-west-2,,,1.22,0.95,,,860,13.58,0
2024-05-25,EC2,us-east-1,t3.medium,,0.76,1.21,80.48,81.8,879,23.51,0
2024-05-25,S3,us-east-1,,Glacier,1.32,0.39,,,230,13.48,0
2024-05-25,RDS,eu-west-1,m5.large,,0.79,0.4,27.3,68.38,272,12.08,0
2024-05-25,Lambda,eu-west-1,,,1.13,1.88,,,934,5.5,0
2024-05-25,DataTransfer,us-west-2,,,0.79,3.48,,,358,8.09,0
2024-05-26,EC2,us-east-1,t2.micro,,1.3,1.88,16.81,46.99,995,39.97,0
2024-05-26,S3,us-west-2,,IA,1.03,0.11,,,777,10.41,0
2024-05-26,RDS,us-west-2,m5.large,,0.8,1.95,70.74,87.74,345,13.06,0
2024-05-26,Lambda,eu-west-1,,,1.26,0.65,,,953,5.38,0
2024-05-26,DataTransfer,us-east-1,,,0.86,1.3,,,88,7.57,0
2024-05-27,EC2,us-east-1,t2.micro,,0.74,0.42,74.72,30.28,215,29.98,0
2024-05-27,S3,eu-west-1,,Glacier,0.77,1.66,,,60,11.09,0
2024-05-27,RDS,us-west-2,t3.medium,,0.8,1.16,50.44,30.09,404,16.51,0
2024-05-27,Lambda,us-west-2,,,1.31,0.88,,,784,7.45,0
2024-05-27,DataTransfer,eu-west-1,,,0.98,7.15,,,230,14.0,0
2024-05-28,EC2,us-east-1,t3.medium,,1.21,1.15,63.38,74.39,448,48.78,0
2024-05-28,S3,eu-west-1,,Glacier,0.79,1.13,,,81,11.06,0
2024-05-28,RDS,us-east-1,t3.medium,,0.84,0.98,69.33,54.48,477,17.19,0
2024-05-28,Lambda,us-west-2,,,1.29,0.72,,,276,7.21,0
2024-05-28,DataTransfer,us-west-2,,,0.79,6.99,,,236,11.86,0
2024-05-29,EC2,us-west-2,t2.micro,,1.32,1.64,50.81,71.54,237,53.5,0
2024-05-29,S3,eu-west-1,,IA,0.86,1.11,,,842,11.98,0
2024-05-29,RDS,us-east-1,m5.large,,0.8,1.14,24.82,39.51,461,16.48,0
2024-05-29,Lambda,eu-west-1,,,0.83,1.65,,,455,5.22,0
2024-05-29,DataTransfer,us-east-1,,,1.1,5.59,,,879,14.51,0
2024-05-30,EC2,us-west-2,m5.large,,1.36,1.79,37.0,71.06,398,54.8,0
2024-05-30,S3,us-west-2,,Standard,0.72,0.51,,,774,9.75,0
2024-05-30,RDS,us-west-2,m5.large,,1.11,1.5,59.88,62.02,994,22.84,0
2024-05-30,Lambda,us-east-1,,,0.86,0.53,,,946,4.83,0
2024-05-30,DataTransfer,eu-west-1,,,0.84,2.94,,,377,10.36,0
2024-05-31,EC2,us-east-1,m5.large,,0.9,0.42,29.05,83.59,984,64.83,1
2024-05-31,S3,us-east-1,,Standard,0.81,0.97,,,771,11.16,0
2024-05-31,RDS,eu-west-1,t2.micro,,1.19,1.87,40.06,69.57,387,24.56,0
2024-05-31,Lambda,us-east-1,,,1.17,1.53,,,673,6.95,0
2024-05-31,DataTransfer,eu-west-1,,,1.15,2.27,,,192,13.31,0
2024-06-01,EC2,us-west-2,m5.large,,0.79,1.25,32.28,79.71,698,23.92,0
2024-06-01,S3,us-east-1,,Glacier,1.23,0.43,,,849,12.34,0
2024-06-01,RDS,eu-west-1,t2.micro,,1.24,1.83,25.13,84.57,317,19.3,0
2024-06-01,Lambda,us-east-1,,,1.13,0.4,,,932,4.65,0
2024-06-01,DataTransfer,eu-west-1,,,1.1,6.52,,,530,11.93,0
2024-06-02,EC2,us-east-1,t2.micro,,1.1,1.86,40.99,24.63,982,33.31,0
2024-06-02,S3,eu-west-1,,IA,0.76,0.57,,,420,7.78,0
2024-06-02,RDS,eu-west-1,t2.micro,,0.93,0.59,13.32,64.6,322,14.07,0
2024-06-02,Lambda,us-west-2,,,1.17,0.64,,,599,4.95,0
2024-06-02,DataTransfer,eu-west-1,,,1.12,5.06,,,775,11.35,0
2024-06-03,EC2,eu-west-1,t3.medium,,1.02,1.36,53.44,44.28,749,40.7,0
2024-06-03,S3,us-west-2,,Glacier,0.8,0.63,,,845,10.78,0
2024-06-03,RDS,us-east-1,t3.medium,,0.94,1.67,84.84,33.0,769,19.3,0
2024-06-03,Lambda,us-west-2,,,1.35,0.12,,,186,7.13,0
2024-06-03,DataTransfer,eu-west-1,,,0.81,5.95,,,521,11.5,0
2024-06-04,EC2,us-east-1,t2.micro,,1.34,0.38,10.4,24.21,122,52.65,0
2024-06-04,S3,us-west-2,,Glacier,1.33,1.63,,,332,18.22,0
2024-06-04,RDS,us-east-1,m5.large,,1.02,1.73,29.96,70.2,400,20.91,0
2024-06-04,Lambda,us-west-2,,,1.33,1.82,,,136,7.84,0
2024-06-04,DataTransfer,eu-west-1,,,0.77,4.4,,,627,10.3,0
2024-06-05,EC2,us-west-2,t2.micro,,1.0,1.66,19.59,71.44,530,39.93,0
2024-06-05,S3,us-east-1,,Glacier,1.36,0.27,,,351,17.91,0
2024-06-05,RDS,us-east-1,t2.micro,,1.11,0.78,38.41,23.17,413,22.04,0
2024-06-05,Lambda,eu-west-1,,,0.71,1.16,,,710,4.28,0
2024-06-05,DataTransfer,eu-west-1,,,1.1,6.57,,,601,14.71,0
2024-06-06,EC2,us-east-1,t2.micro,,0.76,0.51,72.4,26.91,742,29.77,0
2024-06-06,S3,eu-west-1,,Standard,1.11,0.45,,,620,14.63,0
2024-06-06,RDS,us-west-2,t2.micro,,1.19,1.23,79.08,35.61,984,23.79,0
2024-06-06,Lambda,us-west-2,,,1.25,1.5,,,494,7.25,0
2024-06-06,DataTransfer,us-east-1,,,1.27,9.84,,,506,18.14,0
2024-06-07,EC2,us-west-2,t2.micro,,0.87,0.29,19.26,21.91,946,33.85,0
2024-06-07,S3,us-east-1,,Glacier,1.1,0.28,,,539,14.4,0
2024-06-07,RDS,us-west-2,t3.medium,,1.28,1.64,48.19,44.56,57,25.61,0
2024-06-07,Lambda,us-west-2,,,1.26,0.66,,,651,6.87,0
2024-06-07,DataTransfer,us-east-1,,,0.76,4.67,,,639,10.2,0
2024-06-08,EC2,eu-west-1,t3.medium,,0.83,0.28,56.12,73.33,318,24.18,0
2024-06-08,S3,us-east-1,,Glacier,0.71,1.36,,,619,7.57,0
2024-06-08,RDS,us-east-1,m5.large,,1.07,0.07,48.05,48.54,759,15.6,0
2024-06-08,Lambda,eu-west-1,,,1.16,1.94,,,834,5.46,0
2024-06-08,DataTransfer,us-east-1,,,1.2,0.68,,,433,9.64,0
2024-06-09,EC2,eu-west-1,m5.large,,1.24,0.09,65.47,65.38,965,35.99,0
2024-06-09,S3,us-west-2,,Standard,1.01,1.8,,,99,10.62,0
2024-06-09,RDS,us-east-1,m5.large,,0.95,0.83,64.07,66.07,929,14.14,0
2024-06-09,Lambda,eu-west-1,,,0.98,0.36,,,236,3.95,0
2024-06-09,DataTransfer,us-west-2,,,0.81,2.2,,,913,7.35,0
2024-06-10,EC2,eu-west-1,m5.large,,0.86,1.0,68.52,87.07,606,33.68,0
2024-06-10,S3,eu-west-1,,Glacier,0.97,0.63,,,847,12.71,0
2024-06-10,RDS,us-west-2,t3.medium,,1.07,1.35,44.28,71.2,220,21.31,0
2024-06-10,Lambda,us-west-2,,,0.8,1.67,,,951,4.95,0
2024-06-10,DataTransfer,us-west-2,,,0.87,1.08,,,142,9.43,0
2024-06-11,EC2,us-west-2,t3.medium,,0.87,1.09,31.95,83.11,55,34.11,0
2024-06-11,S3,eu-west-1,,Glacier,0.89,0.01,,,450,11.4,0
2024-06-11,RDS,eu-west-1,t2.micro,,1.21,0.69,63.69,76.38,583,23.56,0
2024-06-11,Lambda,us-east-1,,,0.98,1.57,,,828,5.8,0
2024-06-11,DataTransfer,us-east-1,,,1.39,0.26,,,365,14.39,0
2024-06-12,EC2,us-west-2,t2.micro,,1.0,0.61,25.85,24.6,174,38.62,0
2024-06-12,S3,eu-west-1,,Glacier,0.99,0.32,,,286,12.81,0
2024-06-12,RDS,eu-west-1,t2.micro,,1.26,1.45,65.23,43.84,688,24.79,0
2024-06-12,Lambda,us-east-1,,,0.74,0.32,,,97,3.92,0
2024-06-12,DataTransfer,us-west-2,,,0.75,2.35,,,646,8.86,0
2024-06-13,EC2,us-east-1,m5.large,,0.79,0.46,79.47,84.85,859,30.54,0
2024-06-13,S3,eu-west-1,,Glacier,0.99,0.02,,,532,12.65,0
2024-06-13,RDS,us-east-1,m5.large,,1.11,0.02,72.99,41.45,353,21.14,0
2024-06-13,Lambda,us-west-2,,,1.11,0.8,,,807,6.05,0
2024-06-13,DataTransfer,us-west-2,,,0.74,5.35,,,640,10.24,0
2024-06-14,EC2,eu-west-1,m5.large,,0.96,1.1,14.05,49.83,815,37.13,0
2024-06-14,S3,eu-west-1,,Standard,0.92,0.52,,,569,11.95,0
2024-06-14,RDS,us-east-1,t3.medium,,0.77,0.9,37.0,80.95,975,15.03,0
2024-06-14,Lambda,eu-west-1,,,0.85,1.5,,,229,5.05,0
2024-06-14,DataTransfer,us-east-1,,,1.01,3.34,,,277,11.91,0
2024-06-15,EC2,eu-west-1,t2.micro,,1.1,1.61,70.81,30.77,709,32.08,0
2024-06-15,S3,eu-west-1,,IA,0.99,1.36,,,999,10.02,0
2024-06-15,RDS,us-west-2,t2.micro,,0.94,1.61,29.72,88.32,917,14.11,0
2024-06-15,Lambda,us-west-2,,,0.94,0.62,,,890,3.86,0
2024-06-15,DataTransfer,eu-west-1,,,0.78,6.48,,,165,9.14,0
2024-06-16,EC2,us-east-1,t2.micro,,1.08,0.21,13.62,65.95,636,30.76,0
2024-06-16,S3,us-west-2,,Standard,1.39,0.06,,,698,13.18,0
2024-06-16,RDS,us-west-2,m5.large,,1.39,1.95,73.51,66.16,490,20.7,0
2024-06-16,Lambda,us-east-1,,,1.31,0.58,,,230,5.22,0
2024-06-16,DataTransfer,us-west-2,,,1.0,4.46,,,243,9.82,0
2024-06-17,EC2,us-east-1,t3.medium,,0.72,0.86,32.32,29.04,390,27.41,0
2024-06-17,S3,us-west-2,,Glacier,1.27,0.08,,,274,16.02,0
2024-06-17,RDS,eu-west-1,t2.micro,,1.16,1.56,73.32,62.17,821,22.56,0
2024-06-17,Lambda,eu-west-1,,,0.79,1.96,,,220,4.94,0
2024-06-17,DataTransfer,eu-west-1,,,1.29,3.24,,,539,14.6,0
2024-06-18,EC2,us-west-2,t3.medium,,1.24,0.01,10.11,46.47,845,46.4,0
2024-06-18,S3,us-east-1,,IA,1.18,0.47,,,894,15.06,0
2024-06-18,RDS,us-east-1,t3.medium,,0.85,0.12,20.48,62.42,517,16.07,0
2024-06-18,Lambda,us-west-2,,,0.73,1.47,,,211,4.4,0
2024-06-18,DataTransfer,us-west-2,,,1.12,4.11,,,122,13.23,0
2024-06-19,EC2,us-east-1,t3.medium,,0.76,0.52,12.23,64.2,370,28.59,0
2024-06-19,S3,us-west-2,,Glacier,1.14,1.61,,,243,15.07,0
2024-06-19,RDS,us-east-1,m5.large,,1.32,1.15,55.11,55.02,955,25.33,0
2024-06-19,Lambda,us-west-2,,,0.76,1.2,,,959,4.41,0
2024-06-19,DataTransfer,us-west-2,,,1.34,4.07,,,503,15.42,0
2024-06-20,EC2,us-west-2,t3.medium,,1.25,1.99,58.44,41.55,990,47.59,0
2024-06-20,S3,us-west-2,,IA,0.91,0.0,,,172,11.28,0
2024-06-20,RDS,eu-west-1,t2.micro,,1.16,1.27,57.48,21.14,759,22.33,0
2024-06-20,Lambda,us-east-1,,,1.17,1.11,,,760,6.35,0
2024-06-20,DataTransfer,us-west-2,,,0.79,0.94,,,730,8.37,0
2024-06-21,EC2,us-west-2,t2.micro,,0.77,0.8,68.32,74.59,896,29.11,0
2024-06-21,S3,us-east-1,,Glacier,0.93,1.11,,,159,12.03,0
2024-06-21,RDS,us-west-2,t3.medium,,1.08,1.7,86.61,59.6,250,20.89,0
2024-06-21,Lambda,us-east-1,,,0.76,1.1,,,839,4.31,0
2024-06-21,DataTransfer,us-west-2,,,1.12,3.89,,,650,13.1,0
2024-06-22,EC2,us-east-1,m5.large,,0.76,1.66,88.14,48.33,103,21.86,0
2024-06-22,S3,eu-west-1,,IA,1.02,0.64,,,486,9.81,0
2024-06-22,RDS,eu-west-1,t2.micro,,0.98,1.35,64.58,42.07,996,14.31,0
2024-06-22,Lambda,us-east-1,,,1.14,0.26,,,524,4.36,0
2024-06-22,DataTransfer,us-east-1,,,0.88,8.04,,,292,10.54,0
2024-06-23,EC2,us-west-2,m5.large,,1.13,0.37,12.06,39.92,101,31.58,0
2024-06-23,S3,us-east-1,,IA,0.86,0.45,,,249,8.19,0
2024-06-23,RDS,us-west-2,t3.medium,,0.78,0.96,56.85,57.9,69,11.22,0
2024-06-23,Lambda,eu-west-1,,,1.28,1.95,,,256,5.71,0
2024-06-23,DataTransfer,eu-west-1,,,0.75,0.48,,,91,5.76,0
2024-06-24,EC2,us-west-2,t3.medium,,1.05,1.38,30.18,41.54,987,39.29,0
2024-06-24,S3,eu-west-1,,Glacier,0.79,1.79,,,312,10.65,0
2024-06-24,RDS,eu-west-1,m5.large,,1.03,0.38,66.14,58.95,988,19.08,0
2024-06-24,Lambda,eu-west-1,,,1.34,0.04,,,649,6.59,0
2024-06-24,DataTransfer,us-east-1,,,1.38,8.33,,,615,17.74,0
2024-06-25,EC2,us-west-2,m5.large,,1.35,1.35,34.58,45.9,264,50.25,0
2024-06-25,S3,us-west-2,,Glacier,1.38,0.76,,,103,17.23,0
2024-06-25,RDS,us-east-1,m5.large,,0.75,0.33,14.89,54.95,769,13.99,0
2024-06-25,Lambda,us-west-2,,,0.95,0.8,,,128,5.04,0
2024-06-25,DataTransfer,us-west-2,,,1.32,4.15,,,667,14.97,0
2024-06-26,EC2,us-east-1,t3.medium,,1.15,0.12,75.1,85.84,327,42.24,0
2024-06-26,S3,us-east-1,,Standard,0.83,0.52,,,545,10.33,0
2024-06-26,RDS,us-east-1,t3.medium,,0.98,0.68,20.15,47.42,979,18.27,0
2024-06-26,Lambda,us-east-1,,,1.13,1.4,,,309,6.23,0
2024-06-26,DataTransfer,us-east-1,,,0.73,3.64,,,238,8.93,0
2024-06-27,EC2,us-east-1,m5.large,,0.91,1.06,64.27,61.49,426,33.57,0
2024-06-27,S3,us-east-1,,Glacier,0.81,0.87,,,309,10.22,0
2024-06-27,RDS,us-east-1,t2.micro,,1.07,0.64,47.59,55.17,591,19.75,0
2024-06-27,Lambda,us-west-2,,,0.92,1.58,,,317,5.26,0
2024-06-27,DataTransfer,us-west-2,,,0.95,3.07,,,304,10.78,0
2024-06-28,EC2,us-east-1,m5.large,,1.31,1.94,24.17,70.54,761,48.63,0
2024-06-28,S3,eu-west-1,,Standard,1.0,1.99,,,591,13.05,0
2024-06-28,RDS,us-east-1,t3.medium,,1.04,1.62,86.04,21.54,954,19.63,0
2024-06-28,Lambda,us-west-2,,,0.76,1.63,,,210,4.5,0
2024-06-28,DataTransfer,eu-west-1,,,0.79,4.4,,,741,9.87,0
2024-06-29,EC2,us-west-2,t3.medium,,1.12,1.8,40.66,35.14,978,31.29,0
2024-06-29,S3,eu-west-1,,IA,1.01,0.4,,,245,9.33,0
2024-06-29,RDS,us-east-1,t3.medium,,1.26,1.11,76.07,64.2,74,17.65,0
2024-06-29,Lambda,eu-west-1,,,1.12,0.83,,,193,4.46,0
2024-06-29,DataTransfer,eu-west-1,,,1.08,6.05,,,269,23.83,1
2024-06-30,EC2,us-east-1,t2.micro,,0.71,1.64,75.99,75.14,102,20.15,0
2024-06-30,S3,us-west-2,,Glacier,1.17,0.16,,,974,10.6,0
2024-06-30,RDS,eu-west-1,m5.large,,0.8,1.48,29.53,61.86,445,11.56,0
2024-06-30,Lambda,eu-west-1,,,1.3,1.9,,,116,5.63,0
2024-06-30,DataTransfer,eu-west-1,,,0.84,4.74,,,740,8.4,0
2024-07-01,EC2,us-east-1,m5.large,,1.06,1.99,26.15,38.07,376,39.24,0
2024-07-01,S3,us-west-2,,IA,0.83,1.08,,,477,10.48,0
2024-07-01,RDS,us-east-1,t3.medium,,1.36,1.68,33.73,25.4,61,25.32,0
2024-07-01,Lambda,us-east-1,,,0.79,0.25,,,417,3.9,0
2024-07-01,DataTransfer,us-west-2,,,0.87,3.58,,,220,10.15,0
2024-07-02,EC2,us-east-1,m5.large,,0.73,1.86,17.29,40.01,364,48.92,1
2024-07-02,S3,us-east-1,,Glacier,0.93,1.53,,,186,11.89,0
2024-07-02,RDS,us-east-1,t3.medium,,1.39,0.08,87.42,58.49,841,24.97,0
2024-07-02,Lambda,eu-west-1,,,0.98,0.47,,,586,4.89,0
2024-07-02,DataTransfer,us-west-2,,,1.13,2.08,,,862,11.85,0
2024-07-03,EC2,eu-west-1,m5.large,,1.01,1.26,61.8,79.06,358,36.53,0
2024-07-03,S3,us-west-2,,IA,1.21,0.98,,,754,14.9,0
2024-07-03,RDS,eu-west-1,m5.large,,1.38,0.36,73.93,43.39,488,24.89,0
2024-07-03,Lambda,eu-west-1,,,0.96,1.04,,,741,5.09,0
2024-07-03,DataTransfer,us-east-1,,,0.83,9.57,,,660,12.66,0
2024-07-04,EC2,eu-west-1,t3.medium,,0.98,1.04,89.72,29.47,468,35.44,0
2024-07-04,S3,us-west-2,,Glacier,1.36,1.76,,,793,17.06,0
2024-07-04,RDS,us-east-1,t2.micro,,0.99,0.71,34.23,71.16,924,17.9,0
2024-07-04,Lambda,eu-west-1,,,1.11,1.88,,,707,6.21,0
2024-07-04,DataTransfer,eu-west-1,,,0.87,6.56,,,664,11.54,0
2024-07-05,EC2,us-east-1,t3.medium,,0.75,1.65,30.36,53.11,481,27.35,0
2024-07-05,S3,us-west-2,,Glacier,1.19,1.13,,,848,14.58,0
2024-07-05,RDS,us-east-1,t3.medium,,1.06,0.26,45.24,42.21,807,18.9,0
2024-07-05,Lambda,us-east-1,,,0.74,1.39,,,586,4.2,0
2024-07-05,DataTransfer,us-west-2,,,0.7,4.96,,,298,9.14,0
2024-07-06,EC2,us-west-2,t2.micro,,0.92,0.21,20.29,60.17,274,24.56,0
2024-07-06,S3,us-west-2,,Standard,0.95,0.25,,,84,8.54,0
2024-07-06,RDS,us-west-2,t2.micro,,0.84,0.05,78.93,60.4,394,11.11,0
2024-07-06,Lambda,us-west-2,,,1.14,1.62,,,74,4.83,0
2024-07-06,DataTransfer,us-west-2,,,1.34,5.72,,,964,12.32,0
2024-07-07,EC2,eu-west-1,t3.medium,,0.91,1.11,57.04,49.85,913,24.69,0
2024-07-07,S3,eu-west-1,,Glacier,1.21,1.55,,,805,11.39,0
2024-07-07,RDS,us-west-2,t2.micro,,1.27,0.03,61.95,66.82,186,16.75,0
2024-07-07,Lambda,us-west-2,,,1.35,0.04,,,660,4.78,0
2024-07-07,DataTransfer,us-east-1,,,1.32,4.59,,,837,11.59,0
2024-07-08,EC2,eu-west-1,t3.medium,,1.27,0.04,68.87,34.59,666,44.61,0
2024-07-08,S3,eu-west-1,,IA,0.74,0.28,,,316,8.79,0
2024-07-08,RDS,eu-west-1,t2.micro,,0.8,1.72,50.0,67.24,123,14.83,0
2024-07-08,Lambda,us-east-1,,,1.23,0.63,,,873,6.07,0
2024-07-08,DataTransfer,eu-west-1,,,1.13,8.04,,,902,14.63,0
2024-07-09,EC2,us-west-2,t3.medium,,1.25,1.53,65.33,87.59,797,44.36,0
2024-07-09,S3,us-east-1,,IA,1.38,0.86,,,781,16.45,0
2024-07-09,RDS,us-west-2,m5.large,,1.05,0.62,44.2,65.17,241,18.72,0
2024-07-09,Lambda,us-east-1,,,0.86,0.81,,,516,4.42,0
2024-07-09,DataTransfer,us-west-2,,,0.84,7.83,,,265,11.74,0
2024-07-10,EC2,eu-west-1,t2.micro,,0.93,1.53,21.45,66.04,661,33.04,0
2024-07-10,S3,eu-west-1,,Standard,0.74,0.97,,,281,9.12,0
2024-07-10,RDS,eu-west-1,t3.medium,,0.92,1.62,80.04,41.17,56,16.86,0
2024-07-10,Lambda,eu-west-1,,,1.25,0.55,,,567,6.08,0
2024-07-10,DataTransfer,us-west-2,,,1.36,6.83,,,970,16.06,0
2024-07-11,EC2,us-west-2,m5.large,,1.06,0.24,34.97,76.17,215,66.27,1
2024-07-11,S3,eu-west-1,,IA,0.76,1.37,,,920,9.46,0
2024-07-11,RDS,us-west-2,m5.large,,1.27,1.89,35.03,80.1,954,22.96,0
2024-07-11,Lambda,us-east-1,,,1.19,1.48,,,361,6.26,0
2024-07-11,DataTransfer,us-west-2,,,0.88,8.73,,,807,12.48,0
2024-07-12,EC2,eu-west-1,m5.large,,1.37,0.44,17.05,33.62,172,47.65,0
2024-07-12,S3,us-east-1,,Standard,0.83,1.44,,,748,10.32,0
2024-07-12,RDS,eu-west-1,t2.micro,,1.02,1.66,76.37,69.66,495,18.51,0
2024-07-12,Lambda,eu-west-1,,,1.29,1.34,,,302,6.61,0
2024-07-12,DataTransfer,us-east-1,,,0.95,8.79,,,73,13.2,0
2024-07-13,EC2,us-west-2,t3.medium,,0.91,0.65,15.67,44.49,611,23.96,0
2024-07-13,S3,eu-west-1,,Glacier,1.14,1.73,,,915,10.69,0
2024-07-13,RDS,us-east-1,t3.medium,,1.34,0.44,14.49,37.89,383,17.51,0
2024-07-13,Lambda,us-east-1,,,0.82,0.33,,,526,2.99,0
